final_text,rating,label,aspect
"['daging', 'sapi', 'alot', 'banyak', 'lemak', 'sama', 'bau', 'sapi', 'no', 'bagus', 'turun', 'kualitas', 'ya', 'sald']",3,negatif,porsi
"['kalau', 'lewat', 'ojek', 'online', 'kasihan', 'drivernya', 'antri', 'luamaaaa', 'sampai', 'enak', 'sekali', 'masakan', 'jadi', 'banyak', 'deh', 'orderanya']",5,positif,porsi
"['ayam', 'nya', 'kok', 'kecil']",5,positif,porsi
"['kemas', 'nya', 'kurang', 'rapat', 'jadi', 'tutup', 'buka', 'dan', 'makan', 'nya', 'tumpah']",4,positif,porsi
"['kurang', 'pedas', 'biasa', 'e', 'level', 'sudah', 'pedas', 'sama', 'sekali', 'tidak', 'meraksana', 'pedas']",5,positif,porsi
"['kalau', 'bisa', 'kurang', 'pakai', 'kemas', 'plastik']",3,negatif,porsi
"['terimakasih', 'ibu', 'bonusnyyya', 'moga', 'sehat', 'selalu', 'dan', 'banyak', 'rejekiii', 'aamiinn']",5,positif,porsi
"['daging', 'banyak', 'lemak']",3,negatif,porsi
"['keren', 'promo', 'nya', 'mantap']",5,positif,rasa
"['pick', 'atas', 'experience', 'baik', 'lama', 'aku', 'jadi', 'langgan', 'pergi', 'food', 'ketika', 'pesan', 'aku', 'tidak', 'sangka', 'kalau', 'antri', 'pickupnya', 'panjang', 'karena', 'jadwal', 'kereta', 'aku', 'dari', 'lempuyangan', 'mepet', 'aku', 'minta', 'tolong', 'kakak', 'waitress', 'untuk', 'bantu', 'alhamdulilah', 'layan', 'dengan', 'baik', 'dan', 'cepat', 'alhamdulilah', 'tidak', 'sampai', 'tinggal', 'kereta', 'terima', 'kasih', 'mbak', 'tidak', 'tahu', 'nama', 'haha', 'mantap']",5,positif,rasa
"['biasa', 'pesan', 'wortel', 'matang', 'sempurna', 'tapi', 'kali', 'ini', 'wortel', 'nya', 'masih', 'mentah', 'semua', 'dan', 'ada', 'bakso', 'ikan', 'yang', 'sudah', 'basi', 'rasa', 'kecut', 'lebih', 'oke']",3,negatif,rasa
"['wortel', 'basi']",2,negatif,kebersihan
"['nasi', 'kurang', 'banyakk']",4,positif,porsi
"['rasa', 'enak', 'porsi', 'pas']",4,positif,porsi
"['udang', 'keju', 'favorit', 'sekali', 'kalau', 'bisa', 'ini', 'porsi', 'saus', 'perdimsumannya', 'ditambahin', 'dong', 'ini', 'satu', 'plastik', 'kecil', 'habis', 'buat', 'biji', 'aja', 'hehe']",4,positif,porsi
"['enak', 'ya', 'nyata', 'pikir', 'akan', 'cair', 'di', 'jalan', 'nyata', 'di', 'plastik', 'masuk', 'es', 'batu', 'banyak', 'biar', 'tidak', 'leleh', 'mantap']",5,positif,rasa
"['rasa', 'hambar', 'bumbu', 'kurang', 'mantap']",3,negatif,rasa
"['rasa', 'enak', 'mantap', 'benar']",5,positif,rasa
"['rasa', 'beda', 'sama', 'yang', 'di', 'jalan', 'kaliurang', 'tidak', 'tahu', 'ya', 'karena', 'efek', 'packing', 'nya', 'atau', 'bagaimana', 'beda', 'dari', 'biasa', 'saya', 'biasa', 'beli', 'sendiri', 'sih']",3,negatif,rasa
"['maaf', 'untuk', 'makan', 'nya', 'kurang', 'bersih', 'ayam', 'nya', 'masih', 'ada', 'bulu', 'jadi', 'tidak', 'bisa', 'makan', 'sudah', 'aku', 'buang']",1,negatif,porsi
"['mienya', 'agak', 'hambar', 'kurang', 'bumbu', 'siomay', 'tidak', 'rasa', 'daging', 'dominan', 'tepung', 'semua', 'tidak', 'sesuai', 'ekspektasi', 'ku', 'sih']",2,negatif,rasa
"['makan', 'tidak', 'enak']",1,negatif,rasa
"['bungkus', 'dengan', 'plastik', 'sedang', 'aku', 'makan', 'di', 'kos', 'teman', 'shngga', 'susah', 'harus', 'cari', 'piring', 'dulu', 'dari', 'ibu', 'bagyo', 'cabang', 'lain', 'bungkus', 'stdknya', 'pakai', 'kertas', 'minyak', 'atau', 'bahkan', 'kotak', 'mikrofoam', 'porsi', 'juga', 'sedikit', 'sangat', 'kecewa', 'aku', 'tidak', 'mau', 'pesan', 'dari', 'cabang', 'ini', 'lagi', 'aku', 'minta', 'cabe', 'juga', 'tidak', 'pedas', 'sama', 'sekali', 'kecewa']",1,negatif,porsi
"['mantap', 'kopi', 'buat', 'newbie', 'kopi', 'seperti', 'saya', 'kopi', 'tidak', 'bikin', 'perut', 'perih', 'kembung', 'dan', 'deg', 'deg', 'gan']",5,positif,rasa
"['porsi', 'lebih', 'sedikit']",4,positif,porsi
"['enak', 'sih', 'tapi', 'bukan', 'yang', 'sekali', 'begitu', 'terus', 'karena', 'bungkus', 'pakai', 'besek', 'jadi', 'ada', 'seperti', 'helai', 'dari', 'besek', 'yang', 'nyangkut', 'di', 'toping']",5,positif,rasa
"['estehnya', 'kurang', 'banyak', 'kakak', 'huhuhu']",5,positif,porsi
"['nasi', 'sambel', 'kurang', 'banyak']",3,negatif,porsi
"['porsi', 'bubur', 'ayam', 'dibanyakin', 'lagi', 'doooongggg', 'untuk', 'semua', 'cabang', 'juga', 'begituuuu']",5,positif,porsi
"['kulit', 'ayam', 'goreng', 'baik', 'bumbu', 'resep', 'kulit', 'bosan', 'ayam', 'lembut', 'sopan', 'sekali', 'pas', 'kunyah', 'tidak', 'lawan']",5,positif,rasa
"['harga', 'lebih', 'murah', 'di', 'kakak', 'kobis', 'flamboyan', 'dan', 'kobisnya', 'banyak', 'di', 'maskobis', 'flamboyan']",3,negatif,porsi
"['tidak', 'bisa', 'minta', 'ayam', 'tapi', 'kasih', 'ayam', 'yang', 'kecil', 'kalau', 'tidak', 'bisa', 'minta', 'mohon', 'sedia', 'potong', 'yang', 'agak', 'besar']",3,negatif,porsi
"['rasa', 'enaaaaak', 'seperti', 'biasa', 'tapi', 'kok', 'pesan', 'kali', 'ini', 'capcay', 'seafood', 'nya', 'udang', 'dikit', 'hanya', 'biasa', 'banyak']",5,positif,rasa
"['enak', 'rasa', 'mantap', 'sekali']",5,positif,rasa
"['ayam', 'crispy', 'nya', 'kurang', 'mateng']",5,positif,porsi
"['telur', 'dasar', 'asin', 'sekali', 'bumbu', 'pecel', 'terlalu', 'manis', 'itu', 'saja', 'yang', 'perlu', 'perhati']",4,positif,rasa
"['sambal', 'bawang', 'nya', 'sesuai', 'level', 'cuma', 'kurang', 'banyak', 'jadi', 'kurang', 'gandos']",4,positif,porsi
"['aku', 'pick', 'atas', 'lama', 'sekali', 'harus', 'tunggu', 'menit', 'padahal', 'pick', 'untuk', 'kurang', 'antri']",1,negatif,porsi
"['murah', 'enak', 'bersih', 'mantap']",5,positif,rasa
"['mantap', 'lengkap', 'dengan', 'toge', 'nya']",5,positif,rasa
"['mantap', 'jus', 'banyak', 'isinyaa']",5,positif,porsi
"['juga', 'salty', 'micin', 'nya', 'banyak', 'terima', 'kasih']",3,negatif,porsi
"['josss', 'mantap']",5,positif,rasa
"['rasa', 'enak', 'porsi', 'banyak', 'ikan', 'tidak', 'amis', 'cocok', 'untuk', 'yang', 'lagi', 'ajar', 'makan', 'ikan', 'mantap', 'pokok']",5,positif,porsi
"['cheese', 'mania', 'nya', 'juara', 'sih', 'chicken', 'trufflenya', 'enak', 'juga', 'taste', 'chickennya', 'ada', 'pedesnya']",5,positif,rasa
"['bagus', 'enak', 'sesuai', 'harga']",5,positif,rasa
"['pedas', 'masakan']",3,negatif,rasa
"['pesan', 'pedas', 'sedikit', 'tapi', 'rasa', 'pedas', 'sekali']",2,negatif,rasa
"['mantap', 'chef', 'nya', 'oke', 'sekali']",5,positif,rasa
"['enak', 'sekali', 'cocok', 'hanya', 'kalau', 'bisa', 'nasi', 'tambah', 'dikit']",5,positif,rasa
"['cukup', 'enak', 'serasa', 'makan', 'kota', 'sendiri', 'i', 'suka', 'samarinda']",5,positif,rasa
"['sambal', 'bawang', 'mantul', 'banget', 'pedas', 'paling', 'sedikit', 'saran', 'mungkin', 'untuk', 'emas', 'saus', 'bisa', 'pisah', 'saja', 'untuk', 'uk', 'gr', 'biar', 'ayam', 'tidak', 'cepat', 'basi', 'dan', 'bisa', 'makan', 'untuk', 'hari', 'terima', 'kasih', 'enak', 'sekali', 'tolong', 'pokok', 'aku', 'langgan']",5,positif,rasa
"['ayam', 'kecil', 'tidak', 'seperti', 'olive', 'cabang', 'lain']",1,negatif,porsi
"['lumayan', 'hanya', 'bayar', 'ribu', 'an', 'pedas', 'nya', 'matappp']",5,positif,rasa
"['thankyouu', 'enak', 'sekali']",5,positif,rasa
"['kurang', 'asa', 'bumbu']",4,positif,porsi
"['asin', 'mass', 'asin', 'sekali', 'malah', 'padal', 'beli', 'level', 'kalau', 'depan', 'uny', 'itu', 'asin', 'pas', 'tapi', 'tiap', 'gofood', 'cabang', 'yang', 'sini', 'sellau', 'asin', 'semangat', 'ya', 'kakak', 'moga', 'lain', 'kalau', 'tidak', 'asin', 'lagi']",2,negatif,rasa
"['rasa', 'kurang']",3,negatif,porsi
"['ya', 'lumayan', 'tapi', 'agak', 'asin', 'bagi', 'aku', 'porsi', 'mantap']",4,positif,porsi
"['saya', 'suka', 'sekali', 'sama', 'makan', 'minum', 'ini', 'dari', 'segi', 'rasa', 'tampil', 'dan', 'jumlah', 'mau', 'beli', 'lagi', 'pokok', 'suka', 'kalian', 'wajib', 'coba', 'ya', 'toppppp', 'sekali', 'pokok']",5,positif,rasa
"['rasa', 'beda', 'dengan', 'saat', 'makam', 'langsung', 'di', 'lokasi']",3,negatif,rasa
"['terima', 'kasih', 'kamu', 'chef', 'sudah', 'masa', 'dengan', 'enak', 'salam', 'dari', 'anak', 'wonogiri']",5,positif,rasa
"['jujur', 'enak', 'kokk', 'buah', 'juga', 'segar', 'hanya', 'saus', 'nya', 'dikit', 'sekali', 'porsi', 'nya', 'juga', 'kecil', 'kira', 'medium', 'agak', 'lumayan', 'hehe', 'overall', 'soal', 'rasa', 'enak']",3,negatif,porsi
"['porsi', 'banyak', 'rasa', 'mantap']",5,positif,porsi
"['cabai', 'kurang', 'segar', 'ada', 'bau', 'basi', 'minta', 'paha', 'atas', 'kasih', 'dada']",2,negatif,porsi
"['sekarang', 'sudah', 'tidak', 'pakai', 'kantong', 'plastik', 'lagi', 'kasihan', 'ojolnya', 'harus', 'beli', 'kantong', 'lebih', 'dahulu', 'dan', 'kondisi', 'sekarang', 'ini', 'ada', 'yang', 'isoman', 'barang', 'harus', 'taruh', 'di', 'pagar', 'karena', 'tidak', 'boleh', 'kontak', 'langsung', 'dan', 'sistem', 'ppkm', 'harus', 'ta', 'percuma', 'ada', 'biaya', 'tambah', 'biaya', 'ta', 'dan', 'lebih', 'teliti', 'lagi', 'ya', 'kemarin', 'salah', 'satu', 'order', 'aku', 'minta', 'hot', 'coffee', 'tapi', 'yang', 'ada', 'hanya', 'air', 'putih', 'panas', 'gula', 'pasir', 'saja', 'sering', 'lho', 'mcd', 'itu', 'salah', 'order', 'alias', 'kurang', 'order']",1,negatif,porsi
"['sempat', 'kurang', 'trua', 'antar', 'lagi', 'mantap']",5,positif,porsi
"['just', 'oke', 'karena', 'sambel', 'dan', 'nasi', 'sedikit', 'sekali', 'untuk', 'rasa', 'standar', 'ayam', 'geprek', 'seperti', 'biasa']",3,negatif,porsi
"['sayang', 'deh', 'enak', 'banget']",5,positif,rasa
"['porsi', 'banyak', 'kurang', 'dan', 'hitam', 'nya', 'yang', 'bikin', 'enak', 'rasa', 'kok', 'tidak', 'ada']",3,negatif,porsi
"['untuk', 'pasang', 'tutup', 'ini', 'tadi', 'kurang', 'rapat', 'jadi', 'sedikit', 'bocor', 'tapi', 'tidak', 'apa', 'untuk', 'rasa', 'cukup', 'puas', 'lah']",4,positif,porsi
"['porsi', 'pas', 'dan', 'enak']",5,positif,porsi
"['enakk', 'mantap', 'pas', 'perut']",5,positif,rasa
"['rasa', 'porsi', 'kualitas']",5,positif,porsi
"['rasa', 'enak', 'cocok', 'dengan', 'lidah', 'aku', 'pokok', 'mantap']",5,positif,rasa
"['enak', 'sekali', 'rv', 'cakenya']",5,positif,rasa
"['dengan', 'harga', 'yang', 'sama', 'di', 'gudeg', 'wijilan', 'yang', 'lain', 'porsi', 'lebih', 'banyak', 'di', 'tempat', 'ibu', 'adalah', 'sangat', 'sedikit', 'jadi', 'ini', 'arti', 'gudeg', 'ibu', 'adalah', 'sangat', 'mahal']",2,negatif,porsi
"['pesanannnya', 'tidak', 'lengkap', 'kurang', 'menu', 'tinggal', 'driver', 'tidak', 'bisa', 'dihibungi', 'lagi']",2,negatif,porsi
"['pizza', 'nya', 'kecill', 'dan', 'toping', 'minim', 'rasa', 'biasa', 'saja', 'kurang', 'karakter', 'harus', 'nya', 'lebih', 'dari', 'dar', 'pizza']",2,negatif,porsi
"['asin', 'sekali', 'lho', 'magelangannya', 'sumpah']",3,negatif,rasa
"['enak', 'baru', 'pertama', 'kali', 'beli', 'recommended', 'terimakasih']",5,positif,rasa
"['kali', 'beli', 'donat', 'di', 'sini', 'ah', 'selalu', 'nikmaaatt', 'suka', 'sekali', 'enak', 'tidak', 'bosan', 'buat', 'gift', 'dan', 'makan', 'sendiri', 'dekor', 'donat', 'selalu', 'cantik']",5,positif,rasa
"['enak', 'sekali']",5,positif,rasa
"['hai', 'hari', 'ini', 'tumben', 'sekali', 'rendang', 'terlalu', 'asin', 'tidak', 'seperti', 'biasa']",4,positif,rasa
"['enak', 'porsi', 'bikin', 'kenyang', 'harga', 'murah', 'terima', 'kasih', 'ya']",5,positif,rasa
"['mantap', 'rasa', 'tekstur', 'mienya', 'lembut']",5,positif,rasa
"['jadi', 'gewddd', 'coyy', 'rasa', 'enakkk', 'tapi', 'saya', 'kira', 'ayam', 'ekor', 'itu', 'satu', 'utuh', 'begitu', 'nyata', 'sudah', 'bagi', 'jadi', 'but', 'its', 'oke', 'i', 'likeee', 'itu', 'jadi', 'much']",5,positif,rasa
"['tidak', 'perhati', 'pesan', 'beli', 'masalah', 'beli', 'harus', 'bayar', 'untuk', 'alat', 'makan', 'aku', 'rasa', 'tidak', 'masalah', 'karena', 'memang', 'resiko', 'dari', 'beli']",1,negatif,rasa
"['trimakasii', 'enak', 'kecap', 'tidak', 'kurang', 'ehee']",5,positif,rasa
"['hari', 'ini', 'pesan', 'rasa', 'beda', 'sekali', 'dengan', 'kemarin', 'nasi', 'juga', 'keras']",3,negatif,rasa
"['enak', 'sekali', 'no', 'debat', 'banyak', 'diskon', 'dong']",5,positif,rasa
"['mantap', 'jiwa', 'makin', 'mantap', 'makin', 'jiwa', 'wkwkkwk']",5,positif,rasa
"['moga', 'tetap', 'enak', 'dan', 'murah', 'jangkau']",5,positif,rasa
"['kikil', 'jempol', 'porsi', 'besar', 'rasa', 'eeeenaaaak', 'harga', 'pas']",5,positif,porsi
"['alhamdulilah', 'mantap']",5,positif,rasa
"['enak', 'enak', 'enak', 'enak']",5,positif,rasa
"['kurang', 'mantap', 'rasa', 'lanjut', 'gratis', 'pangsit']",5,positif,porsi
"['mantap', 'sekali', 'rasa']",5,positif,rasa
"['coklat', 'enak', 'bikin', 'tidak', 'bosan', 'soal', 'ngebalance', 'rasa', 'gurih', 'dari', 'keju', 'enak', 'pokok']",5,positif,rasa
"['kurang', 'banyak', 'porsi', 'nya', 'wkwk', 'tapi', 'enak']",4,positif,porsi
"['langgan', 'saat', 'lapar', 'porsi', 'harga']",5,positif,porsi
"['sangat', 'enak', 'rasa', 'pas', 'dan', 'gurih']",5,positif,rasa
"['kuah', 'daun', 'ubi', 'pahit', 'sekali', 'kripik', 'baladonya', 'tidak', 'ada', 'rasa', 'balado', 'rasa', 'garem', 'saja', 'tapi', 'gulai', 'dan', 'bakwan', 'enak', 'kok', 'mantap']",4,positif,rasa
"['enak', 'sekali', 'roti', 'apalagi', 'milk', 'brown', 'sugar', 'bikin', 'nagih', 'sama', 'cheese', 'sticknya', 'pas', 'rasa']",5,positif,rasa
"['nasi', 'kurang', 'sih', 'benar', 'karena', 'porsi', 'ku', 'besar', 'tapi', 'tetap', 'mantap']",4,positif,rasa
"['entah', 'apa', 'yang', 'salah', 'rasa', 'kok', 'tidak', 'nendang']",4,positif,rasa
"['nasgor', 'babat', 'muantep', 'tapi', 'babat', 'hanya', 'potong', 'dan', 'kecil', 'kecil']",4,positif,porsi
"['harga', 'dan', 'foto', 'sesuai', 'di', 'aplikasi', 'mantap']",5,positif,rasa
"['seperti', 'olive', 'selalu', 'enak']",5,positif,rasa
"['pas', 'porsi', 'enak', 'rasa']",4,positif,porsi
"['kurang', 'rapat', 'bungkus', 'minum', 'tumpah', 'terus', 'rembes', 'ke', 'ayam', 'makan', 'ayam', 'rasa', 'kopi', 'deh']",2,negatif,porsi
"['enak', 'sekali', 'rekomen', 'sekali']",5,positif,rasa
"['enak', 'favoritttt', 'dapat', 'bonus', 'terong', 'goreng', 'lagi', 'terimakasih', 'banyakkk']",5,positif,rasa
"['ayam', 'enak', 'tapi', 'es', 'teh', 'nya', 'tidak', 'manis']",3,negatif,rasa
"['mantap', 'harga', 'turut', 'sesuai', 'dengan', 'porsi', 'rasa']",5,positif,rasa
"['porsi', 'nya', 'sedikit']",3,negatif,porsi
"['bumbu', 'kurang', 'bapak', 'mungkin', 'perlu', 'ajar', 'lagi']",3,negatif,porsi
"['ukur', 'ayam', 'besar', 'minta', 'dibanyakin', 'sambel', 'benar', 'banyak', 'nasi', 'pulen', 'iris', 'timun', 'yang', 'panjang', 'aku', 'suka', 'sayang', 'bumbu', 'ayam', 'kurang', 'asa', 'nama', 'sambal', 'gam', 'juga', 'aku', 'rasa', 'perlu', 'evaluasi', 'karena', 'lumayan', 'jauh', 'rasa', 'sama', 'sambal', 'gam', 'yang', 'di', 'bontang', 'ini', 'turut', 'aku', 'lebih', 'ke', 'sambel', 'lamongan', 'rasa', 'tapi', 'tetap', 'enak', 'hanya', 'masalah', 'nama', 'saja', 'heheh']",4,positif,rasa
"['ayam', 'aku', 'tidak', 'campur', 'saus', 'malah', 'pisah', 'saus', 'pedas', 'aku', 'sungguh', 'sangat', 'kecewa']",2,negatif,rasa
"['sambel', 'kacang', 'nya', 'kurang', 'enak', 'rasa']",3,negatif,rasa
"['apa', 'boleh', 'pangsit', 'tambah', 'soal', 'enak', 'sih']",5,positif,rasa
"['biasa', 'enak', 'kemarin', 'akhir', 'nasi', 'kurang', 'enak', 'belum', 'matang']",3,negatif,porsi
"['pesan', 'yang', 'tidak', 'pedas', 'yang', 'datang', 'pedassss', 'sekali', 'anjeeeng', 'bampuk', 'bagaimana', 'anak', 'aku', 'makan', 'restoran', 'bampuk']",1,negatif,rasa
"['telur', 'busuk', 'pas', 'sampai', 'bau', 'sekali', 'nyata', 'sih', 'telur']",3,negatif,kebersihan
"['porsi', 'sih', 'sudah', 'mantap', 'tapi', 'harga', 'itu', 'lho', 'yang', 'mahal']",4,positif,rasa
"['ayam', 'bikin', 'kenyang']",5,positif,porsi
"['order', 'sekian', 'kali', 'hari', 'ini', 'parahhhh', 'ikan', 'tuna', 'se', 'jempol', 'nasi', 'goreng', 'entah', 'apa', 'rasa', 'tidak', 'asa', 'sama', 'sekali', 'mana', 'telur', 'nya', 'tidak', 'mateng', 'tengah', 'mateng', 'masih', 'mending', 'ini', 'kuning', 'masih', 'cair', 'sekali', 'potong', 'daun', 'bawang', 'besar', 'besar', 'parahhhhh', 'walau', 'mesan', 'gojek', 'dan', 'promo', 'harus', 'tetap', 'profesional', 'lah', 'jangan', 'remeh', 'kita', 'juga', 'sering', 'makan', 'sana', 'ini', 'mesan', 'paling', 'parahhhhh']",1,negatif,porsi
"['rasa', 'rappokinya', 'kurang', 'gurih', 'dan', 'kurang', 'asin', 'rasa', 'biasa', 'saja']",3,negatif,rasa
"['lotek', 'paling', 'pas', 'rasa', 'sayur', 'selalu', 'segar', 'tahan']",5,positif,rasa
"['spaghetti', 'nya', 'pedas', 'tidak', 'seperti', 'biasa']",1,negatif,rasa
"['tapi', 'masak', 'lama', 'sekali', 'jam', 'sampai', 'tapi', 'untuk', 'rasa', 'memang', 'enak']",3,negatif,rasa
"['hmmm', 'nasi', 'kok', 'belum', 'terlalu', 'matang', 'ya', 'hari', 'ini', 'air', 'banyak', 'sekali', 'lagi', 'padahal', 'nasi', 'tadi', 'beli', 'double', 'gumus', 'deh', 'kalau', 'ayam', 'mantap']",3,negatif,rasa
"['mantap', 'nikmat', 'bozquh']",5,positif,rasa
"['enak', 'sekali', 'apalagi', 'kangkung', 'kangkung', 'paling', 'enak']",5,positif,rasa
"['coba', 'sambelnya', 'ada', 'level', 'buat', 'yang', 'kurang', 'suka', 'pedas', 'hehe']",5,positif,rasa
"['tetap', 'enak', 'dari', 'dulu', 'sampai', 'sekarang', 'tidak', 'ubah', 'dan', 'lebih', 'enak', 'lagi', 'ukur', 'sate', 'lebih', 'besar']",4,positif,rasa
"['kurang', 'enak', 'terlalu', 'asin']",1,negatif,rasa
"['kurang', 'suka', 'banyak', 'sekali', 'mayo', 'nya']",3,negatif,porsi
"['porsi', 'bapak', 'besar', 'nyata', 'hanya', 'bisa', 'untuk', 'orang', 'sedikiiit', 'sekali']",3,negatif,porsi
"['pertama', 'coba', 'enak', 'porsi', 'besar', 'hanya', 'saja', 'kurang', 'pedas', 'hanya', 'semriwing', 'saja', 'pedas', 'bagi', 'aku', 'hehe', 'moga', 'bisa', 'lebih', 'nampol', 'lagi', 'deh', 'cabe', 'tapi', 'oke', 'kok', 'terima', 'kasih', 'sudah', 'mau', 'baca', 'catat', 'langgan']",5,positif,rasa
"['bobanya', 'agak', 'keras', 'ya', 'kurang', 'kenyal', 'hhe']",4,positif,porsi
"['soto', 'sapi', 'daging', 'iris', 'kecil', 'hanya', 'biji', 'hadeuhhhhh', 'soto', 'ayam', 'daging', 'sisir', 'imut', 'imut', 'sayur', 'buat', 'porsi', 'tidak', 'pisah', 'pisah', 'tumplek', 'bleg', 'di', 'plastik', 'jadi', 'itu', 'perlu', 'baik']",2,negatif,porsi
"['porsi', 'banyak', 'sekali', 'sih', 'pasti', 'kenyang', 'makan', 'ini', 'tapi', 'sayang', 'bukan', 'seblak', 'jenis', 'ini', 'yang', 'saya', 'suka', 'hanya', 'tetap', 'enak', 'kok']",3,negatif,rasa
"['suka', 'sekali', 'sama', 'ayam', 'jatinangor', 'mesen', 'spicy', 'yang', 'dada', 'ukur', 'besar', 'sekali']",5,positif,porsi
"['buah', 'alpukatnya', 'pahit', 'jadi', 'jus', 'tidak', 'enak']",2,negatif,rasa
"['biasa', 'jadi', 'driver', 'nganter', 'shopefood', 'kok', 'penasaran', 'rasa', 'pas', 'beli', 'enak', 'sekali', 'jadi', 'ini', 'ke', 'kali', 'beli', 'porsi', 'bikin', 'kenyang']",5,positif,rasa
"['es', 'teh', 'tidak', 'manis']",4,positif,rasa
"['oke', 'enak', 'tapi', 'minum', 'yang', 'datang', 'merknya', 'beda', 'bukan', 'ades']",5,positif,rasa
"['pesan', 'terlalu', 'lama', 'dan', 'rasa', 'sambal', 'beda', 'tidak', 'asa', 'tras', 'nya']",3,negatif,rasa
"['tahan', 'rasa']",5,positif,rasa
"['nasi', 'terlalu', 'sedikit']",1,negatif,porsi
"['porsi', 'yang', 'pas', 'terus', 'rasa', 'memang', 'dari', 'dulu', 'bikin', 'nagih', 'apalagi', 'krecek', 'beuhh', 'tiada', 'tandingny']",5,positif,rasa
"['kurang', 'es', 'teh', 'padahal', 'dua', 'nya', 'paket', 'es', 'teh', 'datang', 'hanya', 'doang']",3,negatif,porsi
"['enak', 'sekali', 'bunds', 'xixixiixi', 'no']",5,positif,rasa
"['kuah', 'kurang']",4,positif,porsi
"['enak', 'tapi', 'rasa', 'kurang', 'greget', 'agak', 'hambar', 'tidak', 'kasih', 'brambang', 'mentah', 'ya', 'moga', 'ke', 'depan', 'bagus', 'bisa', 'jadi', 'langgan']",4,positif,porsi
"['turut', 'aku', 'masakan', 'harus', 'jaga', 'kualitas', 'aku', 'sempat', 'beli', 'beberapa', 'kali', 'dan', 'rasa', 'kadang', 'kurang', 'sesui', 'ekspektasi']",3,negatif,rasa
"['rasa', 'mantul', 'sekali', 'pedas', 'asa', 'porsi', 'banyak', 'lanjut']",5,positif,porsi
"['pesan', 'juga', 'kurang', 'sama', 'minyak', 'banyak', 'sekali']",2,negatif,porsi
"['enak', 'sayur', 'limpah']",5,positif,rasa
"['enak', 'porsi', 'ayam', 'besar']",4,positif,porsi
"['pertama', 'kali', 'coba', 'bangor', 'nyata', 'enak', 'tebal', 'ibu', 'pas', 'dan', 'tidak', 'seret']",5,positif,rasa
"['tidak', 'kasih', 'bumbu', 'rendang']",3,negatif,rasa
"['murah', 'riah', 'tapi', 'rasa', 'bintang', 'langgan', 'terus', 'ini', 'jadi', 'nya']",5,positif,rasa
"['benar', 'bingung', 'kenapa', 'bisa', 'dapat', 'rating', 'dari', 'ribu', 'pesan', 'rasa', 'bukan', 'tidak', 'enak', 'tapi', 'tidak', 'yang', 'masuk', 'enak', 'bisa', 'makan', 'tapi', 'tidak', 'bisa', 'nikmat', 'porsi', 'standar', 'packing', 'mungkin', 'dari', 'pakai', 'sterofom', 'sendok', 'sendok', 'plastik', 'yang', 'paling', 'jelek', 'di', 'pasar', 'waktu', 'lama', 'lebih', 'dari', 'normal', 'mungkin', 'karena', 'ramai', 'karena', 'murah', 'sudah', 'order', 'kali', 'jeda', 'lama', 'pertama', 'dan', 'order', 'akhir', 'jeda', 'tahun', 'untuk', 'yang', 'cari', 'kenyang', 'karena', 'lapar', 'rekomended', 'untuk', 'orang', 'orang', 'bingung', 'yang', 'tidak', 'cari', 'kenyang', 'tidak', 'cari', 'rasa', 'karena', 'biaya', 'mungkin', 'yang', 'cari', 'puas', 'makan', 'jangan', 'order']",3,negatif,rasa
"['porsi', 'saus', 'pedas', 'kurang']",4,positif,rasa
"['dulu', 'aku', 'sangat', 'suka', 'mes', 'di', 'resto', 'ini', 'tapi', 'i', 'sama', 'maaf', 'ke', 'sayang', 'kualitas', 'seperti', 'sudah', 'ubah', 'ayam', 'cincang', 'dan', 'ayam', 'kaarage', 'dua', 'milik', 'potong', 'besar', 'tulang', 'rawan', 'dan', 'tulang', 'dan', 'gigi', 'kami', 'hampir', 'rusak', 'harap', 'lebih', 'hati', 'hati', 'untuk', 'kendali', 'ini']",3,negatif,porsi
"['aku', 'pesan', 'steak', 'waroeng', 'bungkus', 'jadi', 'satu', 'dan', 'kecil', 'kecil', 'ukur', 'saosnya', 'dan', 'sayur', 'juga', 'buat', 'steak', 'saja', 'baik', 'lagi', 'ya', 'aku', 'kira', 'salah', 'order', 'sampai', 'cek', 'nota', 'segala']",1,negatif,porsi
"['nasi', 'nya', 'kurang', 'mateng', 'padahal', 'benar', 'enak']",4,positif,porsi
"['kurang', 'banyak', 'porsi']",5,positif,porsi
"['aku', 'tidak', 'terima', 'sesuai', 'dengan', 'beli', 'di', 'menu', 'tulis', 'akan', 'dapat', 'sambal', 'bawang', 'tapi', 'kok', 'ini', 'malah', 'tidak', 'ada', 'yang', 'ada', 'hanya', 'nasi', 'bumbu', 'dan', 'kulit', 'saja']",2,negatif,rasa
"['beli', 'porsi', 'porsi', 'tanpa', 'pangsit', 'tanpa', 'kecab', 'saos', 'double']",4,positif,porsi
"['tempat', 'kurang', 'pas', 'untuk', 'yang', 'ukur', 'jumbo']",3,negatif,porsi
